Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Store_ID,Channel,Courier,Payment_Method,Qty,Unit_Price,Discount_Rate,Delivery_Status
TRX-01518,2024-02-29,2024-02-29,CUST-038,PRD-ELEC-001,STR-06,Offline Store,Store Pickup,Mandiri Virtual Account,3,750000,0.05,On-Time
TRX-00778,2024-03-01,2024-03-01,CUST-002,PRD-BEAU-005,STR-14,Offline Store,Store Pickup,QRIS,1,125000,0.1,On-Time
TRX-00846,2024-03-01,2024-03-03,CUST-048,PRD-FASH-004,STR-04,Shopee,J&T Express,BCA Virtual Account,4,160000,0.0,On-Time
TRX-00900,2024-03-01,2024-03-03,CUST-019,PRD-FNB-005,STR-15,Tokopedia,JNE,QRIS,3,140000,0.1,On-Time
TRX-00910,2024-03-01,2024-03-04,CUST-010,PRD-FASH-006,STR-15,Tokopedia,JNE,QRIS,1,450000,0.0,On-Time
TRX-01226,2024-03-01,2024-03-03,CUST-079,PRD-FNB-005,STR-15,Shopee,J&T Express,Mandiri Virtual Account,1,140000,0.0,On-Time
TRX-00822,2024-03-02,2024-03-04,CUST-072,PRD-FASH-002,STR-04,Official Website,SiCepat,Mandiri Virtual Account,1,270000,0.2,On-Time
TRX-00858,2024-03-02,2024-03-06,CUST-007,PRD-FASH-001,STR-15,Tokopedia,JNE,GoPay,1,240000,0.05,Late Delivery
TRX-01323,2024-03-02,2024-03-03,CUST-008,PRD-HOME-003,STR-15,Tokopedia,Instant Courier,Credit Card,2,260000,0.0,On-Time
TRX-01525,2024-03-02,2024-03-07,CUST-051,PRD-FNB-003,STR-15,TikTok Shop,J&T Express,ShopeePay,3,115000,0.15,Late Delivery
TRX-01533,2024-03-02,2024-03-06,CUST-029,PRD-FNB-001,STR-01,Tokopedia,AnterAja,QRIS,2,125000,0.05,Late Delivery
TRX-00763,2024-03-03,2024-03-07,CUST-099,PRD-FNB-002,STR-06,Official Website,SiCepat,Mandiri Virtual Account,1,90000,0.1,Late Delivery
TRX-00865,2024-03-03,2024-03-04,CUST-018,PRD-BEAU-006,STR-01,Shopee,Instant Courier,QRIS,1,95000,0.0,On-Time
TRX-00930,2024-03-03,2024-03-04,CUST-048,PRD-ELEC-003,STR-15,Official Website,J&T Express,BCA Virtual Account,2,280000,0.0,On-Time
TRX-01016,2024-03-04,2024-03-05,CUST-023,PRD-HOME-005,STR-06,TikTok Shop,J&T Express,Credit Card,7,290000,0.1,On-Time
TRX-01025,2024-03-04,2024-03-06,CUST-052,PRD-ELEC-001,STR-04,Official Website,SiCepat,Mandiri Virtual Account,2,750000,0.15,On-Time
TRX-01118,2024-03-04,2024-03-06,CUST-090,PRD-HOME-004,STR-15,Shopee,JNE,Cash,2,350000,0.0,On-Time
TRX-01373,2024-03-04,2024-03-06,CUST-013,PRD-HOME-001,STR-15,TikTok Shop,J&T Express,QRIS,1,220000,0.2,On-Time
TRX-01129,2024-03-05,2024-03-05,CUST-065,PRD-ELEC-004,STR-11,Offline Store,Store Pickup,GoPay,2,1100000,0.1,On-Time
TRX-01538,2024-03-05,2024-03-06,CUST-081,PRD-FASH-006,STR-15,Shopee,SiCepat,ShopeePay,3,450000,0.15,On-Time
TRX-01352,2024-03-06,2024-03-08,CUST-074,PRD-HOME-005,STR-11,Shopee,JNE,GoPay,1,290000,0.0,On-Time
TRX-01430,2024-03-06,2024-03-07,CUST-070,PRD-FASH-006,STR-15,Shopee,J&T Express,ShopeePay,4,450000,0.0,On-Time
TRX-01561,2024-03-06,2024-03-07,CUST-098,PRD-ELEC-004,STR-15,Tokopedia,J&T Express,BCA Virtual Account,1,1100000,0.0,On-Time
TRX-01102,2024-03-07,2024-03-08,CUST-057,PRD-FASH-006,STR-15,Shopee,JNE,QRIS,1,450000,0.05,On-Time
TRX-01206,2024-03-07,2024-03-08,CUST-090,PRD-FASH-005,STR-06,TikTok Shop,J&T Express,QRIS,1,320000,0.05,On-Time
TRX-01229,2024-03-07,2024-03-08,CUST-078,PRD-HOME-001,STR-15,Tokopedia,JNE,QRIS,1,220000,0.0,On-Time
TRX-00994,2024-03-08,2024-03-10,CUST-042,PRD-FNB-001,STR-11,Tokopedia,JNE,Credit Card,2,125000,0.1,On-Time
TRX-01151,2024-03-08,2024-03-09,CUST-052,PRD-ELEC-002,STR-01,Tokopedia,J&T Express,Cash,3,550000,0.15,On-Time
TRX-01449,2024-03-08,2024-03-10,CUST-042,PRD-HOME-002,STR-06,Official Website,SiCepat,QRIS,1,195000,0.0,On-Time
TRX-01306,2024-03-10,2024-03-15,CUST-022,PRD-HOME-005,STR-15,Shopee,JNE,BCA Virtual Account,2,290000,0.0,Late Delivery
TRX-01461,2024-03-10,2024-03-12,CUST-093,PRD-FASH-004,STR-15,TikTok Shop,AnterAja,BCA Virtual Account,1,160000,0.0,On-Time
TRX-00995,2024-03-11,2024-03-13,CUST-057,PRD-BEAU-005,STR-06,Tokopedia,J&T Express,GoPay,1,125000,0.1,On-Time
TRX-01064,2024-03-11,2024-03-13,CUST-094,PRD-FNB-001,STR-15,Shopee,AnterAja,QRIS,2,125000,0.05,On-Time
TRX-00654,2024-03-12,2024-03-14,CUST-005,PRD-FASH-001,STR-15,Tokopedia,SiCepat,ShopeePay,1,240000,0.2,On-Time
TRX-01079,2024-03-12,2024-03-12,CUST-038,PRD-HOME-003,STR-07,Offline Store,Store Pickup,Mandiri Virtual Account,1,260000,0.1,On-Time
TRX-01202,2024-03-12,2024-03-12,CUST-060,PRD-FNB-005,STR-06,Offline Store,Store Pickup,Credit Card,2,140000,0.0,On-Time
TRX-01390,2024-03-12,2024-03-16,CUST-019,PRD-HOME-005,STR-15,Shopee,J&T Express,Mandiri Virtual Account,1,290000,0.0,Late Delivery
TRX-01177,2024-03-13,2024-03-14,CUST-046,PRD-HOME-004,STR-15,TikTok Shop,J&T Express,ShopeePay,1,350000,0.05,On-Time
TRX-01343,2024-03-13,2024-03-14,CUST-045,PRD-HOME-003,STR-15,TikTok Shop,J&T Express,Mandiri Virtual Account,1,260000,0.0,On-Time
TRX-00733,2024-03-14,2024-03-15,CUST-051,PRD-HOME-001,STR-11,Tokopedia,Instant Courier,Mandiri Virtual Account,7,220000,0.05,On-Time
TRX-00764,2024-03-14,2024-03-16,CUST-014,PRD-ELEC-006,STR-06,Shopee,J&T Express,QRIS,1,490000,0.0,On-Time
TRX-01313,2024-03-14,2024-03-14,CUST-022,PRD-HOME-004,STR-01,Offline Store,Store Pickup,Mandiri Virtual Account,3,350000,0.0,On-Time
TRX-01531,2024-03-14,2024-03-15,CUST-071,PRD-FASH-005,STR-15,Shopee,SiCepat,GoPay,1,320000,0.05,On-Time
TRX-01588,2024-03-15,2024-03-17,CUST-035,PRD-FASH-005,STR-15,TikTok Shop,AnterAja,Credit Card,5,320000,0.2,On-Time
TRX-01069,2024-03-16,2024-03-19,CUST-046,PRD-BEAU-003,STR-01,TikTok Shop,SiCepat,ShopeePay,1,85000,0.15,On-Time
TRX-01591,2024-03-16,2024-03-17,CUST-058,PRD-BEAU-003,STR-15,Shopee,AnterAja,Mandiri Virtual Account,1,85000,0.0,On-Time
TRX-01252,2024-03-17,2024-03-19,CUST-049,PRD-FNB-001,STR-11,Tokopedia,J&T Express,Credit Card,4,125000,0.0,On-Time
TRX-00828,2024-03-18,2024-03-21,CUST-097,PRD-FNB-001,STR-15,Tokopedia,AnterAja,Cash,1,125000,0.1,On-Time
TRX-01094,2024-03-18,2024-03-18,CUST-088,PRD-HOME-003,STR-04,Offline Store,Store Pickup,Mandiri Virtual Account,1,260000,0.05,On-Time
TRX-01265,2024-03-18,2024-03-20,CUST-001,PRD-BEAU-001,STR-15,TikTok Shop,JNE,Credit Card,6,135000,0.0,On-Time
TRX-00935,2024-03-19,2024-03-19,CUST-057,PRD-FASH-006,STR-09,Offline Store,Store Pickup,Mandiri Virtual Account,1,450000,0.05,On-Time
TRX-01032,2024-03-19,2024-03-20,CUST-053,PRD-ELEC-004,STR-15,Official Website,JNE,GoPay,3,1100000,0.0,On-Time
TRX-01098,2024-03-19,2024-03-22,CUST-073,PRD-BEAU-003,STR-04,Tokopedia,JNE,Cash,4,85000,0.0,On-Time
TRX-01162,2024-03-19,2024-03-21,CUST-065,PRD-ELEC-004,STR-11,Shopee,AnterAja,Cash,3,1100000,0.0,On-Time
TRX-01061,2024-03-20,2024-03-21,CUST-058,PRD-FASH-002,STR-15,Tokopedia,JNE,Cash,2,270000,0.0,On-Time
TRX-01334,2024-03-20,2024-03-21,CUST-069,PRD-BEAU-001,STR-06,Shopee,SiCepat,QRIS,1,135000,0.05,On-Time
TRX-01505,2024-03-20,2024-03-21,CUST-077,PRD-FASH-006,STR-06,Official Website,J&T Express,Cash,1,450000,0.1,On-Time
TRX-01104,2024-03-22,2024-03-22,CUST-073,PRD-HOME-001,STR-11,Offline Store,Store Pickup,BCA Virtual Account,3,220000,0.0,On-Time
TRX-01207,2024-03-22,2024-03-24,CUST-030,PRD-ELEC-004,STR-15,TikTok Shop,J&T Express,QRIS,2,1100000,0.0,On-Time
TRX-01424,2024-03-22,2024-03-23,CUST-066,PRD-FNB-004,STR-01,Shopee,J&T Express,QRIS,3,170000,0.05,On-Time
TRX-01463,2024-03-22,2024-03-26,CUST-083,PRD-HOME-002,STR-15,Tokopedia,J&T Express,Mandiri Virtual Account,5,195000,0.05,Late Delivery
TRX-01035,2024-03-23,2024-03-23,CUST-086,PRD-FASH-001,STR-02,Offline Store,Store Pickup,ShopeePay,3,240000,0.15,On-Time
TRX-00958,2024-03-24,2024-03-24,CUST-025,PRD-FNB-001,STR-12,Offline Store,Store Pickup,GoPay,1,125000,0.0,On-Time
TRX-01067,2024-03-24,2024-03-25,CUST-040,PRD-FASH-005,STR-15,Shopee,JNE,BCA Virtual Account,1,320000,0.0,On-Time
TRX-01341,2024-03-24,2024-03-24,CUST-066,PRD-ELEC-006,STR-09,Offline Store,Store Pickup,Mandiri Virtual Account,3,490000,0.1,On-Time
TRX-00690,2024-03-25,2024-03-25,CUST-036,PRD-ELEC-004,STR-09,Offline Store,Store Pickup,QRIS,2,1100000,0.0,On-Time
TRX-00851,2024-03-25,2024-03-27,CUST-091,PRD-ELEC-001,STR-15,Official Website,J&T Express,Mandiri Virtual Account,1,750000,0.1,On-Time
TRX-00749,2024-03-26,2024-03-29,CUST-079,PRD-FASH-004,STR-06,Shopee,SiCepat,Credit Card,1,160000,0.0,On-Time
TRX-01556,2024-03-26,2024-03-28,CUST-007,PRD-BEAU-003,STR-15,Shopee,J&T Express,Cash,1,85000,0.0,On-Time
TRX-01070,2024-03-27,2024-03-31,CUST-015,PRD-FASH-002,STR-01,Shopee,J&T Express,BCA Virtual Account,1,270000,0.15,Late Delivery
TRX-01127,2024-03-28,2024-03-31,CUST-074,PRD-HOME-002,STR-01,Tokopedia,AnterAja,Credit Card,1,195000,0.2,On-Time
TRX-01155,2024-03-28,2024-03-28,CUST-012,PRD-FASH-001,STR-09,Offline Store,Store Pickup,BCA Virtual Account,2,240000,0.1,On-Time
TRX-00775,2024-03-29,2024-04-01,CUST-088,PRD-BEAU-001,STR-15,Tokopedia,J&T Express,Cash,2,135000,0.1,On-Time
TRX-00999,2024-03-29,2024-04-01,CUST-084,PRD-BEAU-006,STR-01,Official Website,SiCepat,QRIS,1,95000,0.05,On-Time
TRX-01027,2024-03-30,2024-03-30,CUST-010,PRD-FASH-006,STR-07,Offline Store,Store Pickup,ShopeePay,2,450000,0.0,On-Time
TRX-01179,2024-03-30,2024-03-31,CUST-034,PRD-FNB-006,STR-15,Shopee,Instant Courier,BCA Virtual Account,2,80000,0.1,On-Time
TRX-01062,2024-03-31,2024-04-01,CUST-025,PRD-BEAU-001,STR-15,TikTok Shop,J&T Express,ShopeePay,1,135000,0.05,On-Time
TRX-01377,2024-03-31,2024-04-01,CUST-052,PRD-FASH-004,STR-01,Official Website,SiCepat,Credit Card,1,160000,0.1,On-Time
TRX-01567,2024-03-31,2024-03-31,CUST-026,PRD-FASH-003,STR-12,Offline Store,Store Pickup,BCA Virtual Account,1,120000,0.0,On-Time
TRX-00786,2024-04-01,2024-04-01,CUST-034,PRD-ELEC-006,STR-03,Offline Store,Store Pickup,BCA Virtual Account,1,490000,0.15,On-Time
TRX-01100,2024-04-01,2024-04-01,CUST-091,PRD-FNB-001,STR-13,Offline Store,Store Pickup,ShopeePay,1,125000,0.2,On-Time
TRX-01242,2024-04-01,2024-04-03,CUST-057,PRD-HOME-003,STR-15,Tokopedia,SiCepat,ShopeePay,1,260000,0.0,On-Time
TRX-01355,2024-04-01,2024-04-03,CUST-055,PRD-HOME-006,STR-15,Tokopedia,AnterAja,GoPay,2,175000,0.1,On-Time
TRX-01358,2024-04-01,2024-04-03,CUST-038,PRD-FASH-006,STR-15,Tokopedia,J&T Express,Credit Card,1,450000,0.0,On-Time
TRX-00665,2024-04-02,2024-04-02,CUST-092,PRD-HOME-004,STR-05,Offline Store,Store Pickup,GoPay,2,350000,0.0,On-Time
TRX-01499,2024-04-02,2024-04-04,CUST-004,PRD-BEAU-003,STR-15,Shopee,JNE,QRIS,3,85000,0.05,On-Time
TRX-01329,2024-04-03,2024-04-03,CUST-094,PRD-ELEC-003,STR-13,Offline Store,Store Pickup,Mandiri Virtual Account,1,280000,0.05,On-Time
TRX-01399,2024-04-03,2024-04-05,CUST-089,PRD-FNB-006,STR-15,TikTok Shop,J&T Express,Credit Card,2,80000,0.0,On-Time
TRX-01456,2024-04-03,2024-04-03,CUST-051,PRD-FNB-003,STR-04,Offline Store,Store Pickup,Cash,6,115000,0.0,On-Time
TRX-00724,2024-04-04,2024-04-05,CUST-086,PRD-FASH-006,STR-15,Official Website,SiCepat,Cash,1,450000,0.0,On-Time
TRX-01045,2024-04-04,2024-04-07,CUST-033,PRD-HOME-004,STR-15,Tokopedia,SiCepat,GoPay,1,350000,0.0,On-Time
TRX-00807,2024-04-05,2024-04-06,CUST-028,PRD-ELEC-006,STR-01,Tokopedia,JNE,ShopeePay,1,490000,0.2,On-Time
TRX-01338,2024-04-05,2024-04-07,CUST-046,PRD-FASH-004,STR-15,Official Website,SiCepat,QRIS,1,160000,0.0,On-Time
TRX-00692,2024-04-06,2024-04-06,CUST-009,PRD-ELEC-001,STR-09,Offline Store,Store Pickup,QRIS,8,750000,0.1,On-Time
TRX-00653,2024-04-07,2024-04-08,CUST-039,PRD-BEAU-005,STR-15,TikTok Shop,AnterAja,Mandiri Virtual Account,1,125000,0.0,On-Time
TRX-01048,2024-04-07,2024-04-07,CUST-025,PRD-BEAU-005,STR-10,Offline Store,Store Pickup,GoPay,1,125000,0.0,On-Time
TRX-01318,2024-04-07,2024-04-08,CUST-049,PRD-FASH-006,STR-15,Tokopedia,JNE,GoPay,1,450000,0.05,On-Time
TRX-01331,2024-04-07,2024-04-09,CUST-096,PRD-FNB-001,STR-15,Shopee,J&T Express,ShopeePay,2,125000,0.0,On-Time
TRX-00726,2024-04-08,2024-04-08,CUST-037,PRD-ELEC-006,STR-02,Offline Store,Store Pickup,Mandiri Virtual Account,3,490000,0.0,On-Time
TRX-01138,2024-04-08,2024-04-11,CUST-078,PRD-ELEC-001,STR-15,Official Website,JNE,BCA Virtual Account,1,750000,0.0,On-Time
TRX-00673,2024-04-09,2024-04-10,CUST-081,PRD-FASH-006,STR-01,Tokopedia,J&T Express,Cash,4,450000,0.0,On-Time
TRX-01088,2024-04-09,2024-04-10,CUST-035,PRD-ELEC-004,STR-06,TikTok Shop,J&T Express,Credit Card,2,1100000,0.0,On-Time
TRX-01092,2024-04-09,2024-04-12,CUST-041,PRD-FNB-001,STR-01,Tokopedia,JNE,Credit Card,1,125000,0.0,On-Time
TRX-01530,2024-04-09,2024-04-10,CUST-043,PRD-BEAU-004,STR-06,Shopee,SiCepat,Mandiri Virtual Account,2,160000,0.0,On-Time
TRX-01554,2024-04-10,2024-04-11,CUST-082,PRD-FASH-005,STR-15,Official Website,Instant Courier,Credit Card,1,320000,0.1,On-Time
TRX-00834,2024-04-11,2024-04-16,CUST-039,PRD-ELEC-003,STR-04,Official Website,J&T Express,GoPay,1,280000,0.0,Late Delivery
TRX-01356,2024-04-11,2024-04-14,CUST-066,PRD-FNB-003,STR-15,Shopee,J&T Express,ShopeePay,2,115000,0.1,On-Time
TRX-01042,2024-04-12,2024-04-13,CUST-012,PRD-FNB-004,STR-01,Shopee,J&T Express,ShopeePay,1,170000,0.0,On-Time
TRX-01143,2024-04-12,2024-04-14,CUST-073,PRD-FASH-006,STR-15,Tokopedia,J&T Express,Credit Card,1,450000,0.05,On-Time
TRX-01564,2024-04-12,2024-04-12,CUST-096,PRD-FNB-006,STR-01,Offline Store,Store Pickup,ShopeePay,1,80000,0.0,On-Time
TRX-01090,2024-04-13,2024-04-13,CUST-082,PRD-FNB-006,STR-10,Offline Store,Store Pickup,BCA Virtual Account,1,80000,0.0,On-Time
TRX-01211,2024-04-13,2024-04-13,CUST-095,PRD-ELEC-006,STR-04,Offline Store,Store Pickup,BCA Virtual Account,5,490000,0.1,On-Time
TRX-00951,2024-04-14,2024-04-15,CUST-031,PRD-HOME-005,STR-04,Shopee,J&T Express,Mandiri Virtual Account,1,290000,0.05,On-Time
TRX-01012,2024-04-14,2024-04-16,CUST-010,PRD-BEAU-003,STR-15,TikTok Shop,JNE,Cash,2,85000,0.2,On-Time
TRX-01248,2024-04-14,2024-04-15,CUST-042,PRD-BEAU-001,STR-01,Shopee,AnterAja,GoPay,1,135000,0.1,On-Time
TRX-00922,2024-04-15,2024-04-18,CUST-030,PRD-FASH-004,STR-15,Tokopedia,J&T Express,ShopeePay,2,160000,0.0,On-Time
TRX-00924,2024-04-15,2024-04-16,CUST-040,PRD-HOME-002,STR-15,Tokopedia,JNE,QRIS,2,195000,0.05,On-Time
TRX-01160,2024-04-15,2024-04-16,CUST-089,PRD-ELEC-003,STR-01,Tokopedia,JNE,ShopeePay,1,280000,0.0,On-Time
TRX-01270,2024-04-15,2024-04-17,CUST-071,PRD-FNB-003,STR-15,TikTok Shop,AnterAja,Mandiri Virtual Account,1,115000,0.0,On-Time
TRX-00707,2024-04-16,2024-04-17,CUST-039,PRD-HOME-004,STR-11,Shopee,SiCepat,BCA Virtual Account,4,350000,0.0,On-Time
TRX-01135,2024-04-16,2024-04-17,CUST-051,PRD-ELEC-004,STR-15,Shopee,SiCepat,ShopeePay,5,1100000,0.1,On-Time
TRX-00752,2024-04-17,2024-04-18,CUST-045,PRD-FNB-002,STR-15,Shopee,SiCepat,ShopeePay,1,90000,0.1,On-Time
TRX-00965,2024-04-17,2024-04-19,CUST-096,PRD-HOME-001,STR-15,Tokopedia,J&T Express,ShopeePay,2,220000,0.0,On-Time
TRX-00991,2024-04-17,2024-04-18,CUST-094,PRD-FNB-006,STR-06,Tokopedia,J&T Express,ShopeePay,2,80000,0.05,On-Time
TRX-01080,2024-04-17,2024-04-19,CUST-029,PRD-ELEC-002,STR-15,TikTok Shop,SiCepat,ShopeePay,2,550000,0.0,On-Time
TRX-00750,2024-04-19,2024-04-20,CUST-037,PRD-FASH-003,STR-15,Shopee,SiCepat,Cash,1,120000,0.2,On-Time
TRX-00835,2024-04-19,2024-04-21,CUST-012,PRD-HOME-005,STR-15,Official Website,J&T Express,Credit Card,1,290000,0.0,On-Time
TRX-00894,2024-04-19,2024-04-20,CUST-031,PRD-HOME-004,STR-04,Shopee,J&T Express,BCA Virtual Account,2,350000,0.15,On-Time
TRX-01452,2024-04-19,2024-04-20,CUST-059,PRD-BEAU-002,STR-01,Official Website,JNE,Mandiri Virtual Account,1,110000,0.0,On-Time
TRX-01289,2024-04-20,2024-04-20,CUST-071,PRD-BEAU-006,STR-13,Offline Store,Store Pickup,Credit Card,1,95000,0.0,On-Time
TRX-01580,2024-04-20,2024-04-21,CUST-054,PRD-HOME-004,STR-01,Tokopedia,SiCepat,BCA Virtual Account,1,350000,0.0,On-Time
TRX-00988,2024-04-22,2024-04-24,CUST-064,PRD-BEAU-004,STR-01,Tokopedia,AnterAja,Credit Card,1,160000,0.05,On-Time
TRX-01274,2024-04-23,2024-04-25,CUST-094,PRD-ELEC-003,STR-01,Tokopedia,JNE,QRIS,1,280000,0.0,On-Time
TRX-00878,2024-04-24,2024-04-27,CUST-007,PRD-FASH-003,STR-15,Shopee,JNE,Cash,3,120000,0.0,On-Time
TRX-01269,2024-04-24,2024-04-25,CUST-022,PRD-FASH-004,STR-15,TikTok Shop,J&T Express,BCA Virtual Account,3,160000,0.0,On-Time
TRX-01001,2024-04-25,2024-04-26,CUST-003,PRD-BEAU-001,STR-04,Tokopedia,SiCepat,ShopeePay,1,135000,0.05,On-Time
TRX-01332,2024-04-25,2024-04-26,CUST-025,PRD-FASH-003,STR-01,Tokopedia,J&T Express,Credit Card,3,120000,0.0,On-Time
TRX-01395,2024-04-25,2024-04-26,CUST-040,PRD-FASH-001,STR-04,Official Website,SiCepat,ShopeePay,1,240000,0.0,On-Time
TRX-01448,2024-04-25,2024-04-27,CUST-033,PRD-ELEC-006,STR-15,Official Website,SiCepat,GoPay,2,490000,0.0,On-Time
TRX-00914,2024-04-26,2024-04-28,CUST-030,PRD-BEAU-006,STR-04,Shopee,SiCepat,ShopeePay,2,95000,0.0,On-Time
TRX-01174,2024-04-26,2024-04-27,CUST-068,PRD-HOME-005,STR-15,Official Website,AnterAja,ShopeePay,3,290000,0.1,On-Time
TRX-01397,2024-04-26,2024-04-27,CUST-095,PRD-FASH-001,STR-15,Shopee,JNE,Credit Card,4,240000,0.05,On-Time
TRX-01574,2024-04-26,2024-04-29,CUST-076,PRD-ELEC-006,STR-15,Shopee,AnterAja,ShopeePay,1,490000,0.0,On-Time
TRX-01216,2024-04-28,2024-04-28,CUST-007,PRD-BEAU-002,STR-05,Offline Store,Store Pickup,Cash,1,110000,0.0,On-Time
TRX-01280,2024-04-28,2024-04-29,CUST-038,PRD-BEAU-004,STR-15,Shopee,JNE,BCA Virtual Account,1,160000,0.1,On-Time
TRX-00945,2024-04-29,2024-04-30,CUST-065,PRD-BEAU-001,STR-04,Tokopedia,J&T Express,ShopeePay,2,135000,0.0,On-Time
TRX-00984,2024-04-29,2024-05-01,CUST-029,PRD-FASH-003,STR-04,Tokopedia,AnterAja,BCA Virtual Account,1,120000,0.0,On-Time
TRX-01245,2024-04-29,2024-04-29,CUST-015,PRD-BEAU-003,STR-10,Offline Store,Store Pickup,GoPay,1,85000,0.05,On-Time
TRX-01340,2024-04-29,2024-04-30,CUST-098,PRD-FNB-006,STR-04,Shopee,Instant Courier,BCA Virtual Account,3,80000,0.0,On-Time
TRX-01599,2024-04-29,2024-05-01,CUST-020,PRD-FNB-004,STR-01,Shopee,JNE,GoPay,1,170000,0.0,On-Time
TRX-01221,2024-04-30,2024-05-01,CUST-064,PRD-ELEC-003,STR-06,TikTok Shop,AnterAja,BCA Virtual Account,2,280000,0.05,On-Time
TRX-01344,2024-04-30,2024-05-01,CUST-027,PRD-HOME-002,STR-06,TikTok Shop,JNE,GoPay,1,195000,0.0,On-Time
TRX-01208,2024-05-01,2024-05-02,CUST-014,PRD-FNB-005,STR-11,Shopee,AnterAja,GoPay,3,140000,0.05,On-Time
TRX-01381,2024-05-02,2024-05-03,CUST-023,PRD-HOME-004,STR-15,Shopee,AnterAja,ShopeePay,7,350000,0.15,On-Time
TRX-00756,2024-05-03,2024-05-04,CUST-020,PRD-BEAU-006,STR-15,Shopee,AnterAja,Mandiri Virtual Account,2,95000,0.0,On-Time
TRX-00662,2024-05-04,2024-05-07,CUST-075,PRD-ELEC-002,STR-15,TikTok Shop,J&T Express,BCA Virtual Account,1,550000,0.1,On-Time
TRX-00933,2024-05-04,2024-05-04,CUST-092,PRD-HOME-003,STR-03,Offline Store,Store Pickup,Cash,1,260000,0.1,On-Time
TRX-00946,2024-05-04,2024-05-05,CUST-080,PRD-ELEC-003,STR-15,Tokopedia,J&T Express,QRIS,1,280000,0.0,On-Time
TRX-01255,2024-05-04,2024-05-04,CUST-099,PRD-FASH-006,STR-12,Offline Store,Store Pickup,Mandiri Virtual Account,1,450000,0.0,On-Time
TRX-01401,2024-05-04,2024-05-06,CUST-075,PRD-FNB-001,STR-04,Shopee,JNE,Mandiri Virtual Account,1,125000,0.0,On-Time
TRX-01415,2024-05-04,2024-05-06,CUST-021,PRD-FASH-005,STR-11,TikTok Shop,AnterAja,ShopeePay,2,320000,0.15,On-Time
TRX-00827,2024-05-05,2024-05-07,CUST-061,PRD-FASH-005,STR-04,Tokopedia,JNE,Mandiri Virtual Account,1,320000,0.0,On-Time
TRX-00901,2024-05-05,2024-05-06,CUST-006,PRD-FNB-001,STR-04,Shopee,JNE,Cash,2,125000,0.0,On-Time
TRX-01389,2024-05-05,2024-05-06,CUST-097,PRD-FASH-003,STR-15,Shopee,J&T Express,BCA Virtual Account,1,120000,0.05,On-Time
TRX-00949,2024-05-07,2024-05-08,CUST-088,PRD-BEAU-005,STR-15,Shopee,JNE,Cash,2,125000,0.05,On-Time
TRX-01298,2024-05-07,2024-05-08,CUST-011,PRD-ELEC-005,STR-06,Shopee,SiCepat,ShopeePay,1,320000,0.1,On-Time
TRX-01478,2024-05-07,2024-05-08,CUST-036,PRD-HOME-003,STR-01,TikTok Shop,SiCepat,Credit Card,2,260000,0.0,On-Time
TRX-01217,2024-05-08,2024-05-08,CUST-050,PRD-BEAU-005,STR-05,Offline Store,Store Pickup,BCA Virtual Account,4,125000,0.0,On-Time
TRX-01404,2024-05-08,2024-05-12,CUST-097,PRD-HOME-002,STR-15,Tokopedia,JNE,GoPay,2,195000,0.0,Late Delivery
TRX-01570,2024-05-08,2024-05-10,CUST-037,PRD-FNB-001,STR-11,Shopee,J&T Express,ShopeePay,1,125000,0.0,On-Time
TRX-00723,2024-05-09,2024-05-11,CUST-006,PRD-ELEC-003,STR-15,Tokopedia,SiCepat,Mandiri Virtual Account,1,280000,0.0,On-Time
TRX-01299,2024-05-09,2024-05-12,CUST-053,PRD-FASH-004,STR-01,Tokopedia,SiCepat,GoPay,2,160000,0.1,On-Time
TRX-01495,2024-05-09,2024-05-10,CUST-094,PRD-ELEC-001,STR-11,Official Website,Instant Courier,ShopeePay,2,750000,0.0,On-Time
TRX-00856,2024-05-10,2024-05-11,CUST-099,PRD-ELEC-003,STR-15,TikTok Shop,Instant Courier,QRIS,1,280000,0.15,On-Time
TRX-00961,2024-05-10,2024-05-12,CUST-032,PRD-BEAU-002,STR-15,Tokopedia,J&T Express,ShopeePay,1,110000,0.05,On-Time
TRX-01453,2024-05-10,2024-05-12,CUST-044,PRD-FNB-002,STR-15,Shopee,AnterAja,GoPay,3,90000,0.1,On-Time
TRX-00981,2024-05-11,2024-05-12,CUST-086,PRD-HOME-004,STR-11,TikTok Shop,SiCepat,Cash,4,350000,0.05,On-Time
TRX-00836,2024-05-12,2024-05-12,CUST-031,PRD-FNB-003,STR-02,Offline Store,Store Pickup,QRIS,2,115000,0.05,On-Time
TRX-01085,2024-05-12,2024-05-12,CUST-074,PRD-HOME-005,STR-05,Offline Store,Store Pickup,BCA Virtual Account,1,290000,0.0,On-Time
TRX-01244,2024-05-12,2024-05-12,CUST-064,PRD-ELEC-005,STR-11,Offline Store,Store Pickup,BCA Virtual Account,1,320000,0.0,On-Time
TRX-01198,2024-05-13,2024-05-14,CUST-079,PRD-BEAU-004,STR-15,Tokopedia,J&T Express,QRIS,1,160000,0.05,On-Time
TRX-01284,2024-05-13,2024-05-14,CUST-087,PRD-FASH-005,STR-15,Shopee,J&T Express,Mandiri Virtual Account,1,320000,0.1,On-Time
TRX-00777,2024-05-14,2024-05-15,CUST-090,PRD-FNB-004,STR-15,Shopee,J&T Express,Credit Card,1,170000,0.0,On-Time
